Neuron,Global_Importance,PC1_Loading,PC2_Loading,PC3_Loading
042,0.2649981542461478,0.012648375480421144,0.1236873260704295,-0.08850498979399754
105,0.2630578707302363,0.15005536502833813,-0.006039373031099256,-0.024807942689276084
129,0.2617807485022114,0.14282277959034775,-0.030353871205589543,-0.06959039239784058
055,0.2584640034930775,0.015134758553750596,0.11484451569442589,-0.028092988548290128
066,0.2555551574496463,0.05647789793069742,0.04002817269757316,0.13725004035310923
008,0.25448053383014146,0.0306319403185501,0.11439654427154562,-0.03305197966318993
098,0.25298150510463524,-0.05983760009064641,0.14377886025135375,0.006399057532093079
144,0.2516185922256144,0.022065465175400246,0.10504358466485203,0.027270666057821552
104,0.2515136187227527,0.02709916902993055,0.070409224503822,0.007181114253660417
120,0.24789596869921765,0.10093092329151389,-0.000794476078744175,0.025121751729897557
085,0.2466652180370532,0.08826630580126384,0.04736110005096611,-0.02937645304030553
138,0.24318018417702675,0.026322818818844067,0.0811511044372794,0.0213783433387136
039,0.24305150450743207,0.16024694034217923,-0.002833331318149567,-0.0109055706752256
032,0.24157915862339863,0.08266239954587071,0.05175539521137202,-0.013292761173170027
044,0.2389904276708028,0.1425659746834582,0.008832891624382456,-0.03811881119584492
046,0.23044458746932683,0.10649102887839598,0.02561424230315449,0.0033681026478975876
009,0.2264536215133337,0.04022205146832378,0.08235732406452652,0.0487696818416348
141,0.22608637991963887,0.00863318567047491,0.02948044995746938,0.008714500115867503
133,0.22223436561055257,0.051266870935328945,0.01983144102876729,-0.0677270709582203
130,0.22110349363856371,0.10238671375907334,0.0011083380835908057,0.013297646523098007
095,0.21006521418113458,0.1035547865758796,-0.026340040654391276,-0.04510851028279772
001,0.19801012105030844,0.05429639478054943,-0.0032814330836698946,-0.07191776321004001
134,0.1658146458291128,0.005608928625875502,0.055146893679104,-0.0032985602465431772
137,0.13442670779862645,0.003836767923211134,0.08103555383708311,-0.020338725579264232
092,0.12861702594811023,0.04688131302337813,0.04651596828220163,-0.019050852632920584
